label,endpoint,requests,success,fail,min_ms,p50_ms,p95_ms,p99_ms,avg_ms,max_ms
player-stats-run2,http://127.0.0.1:3000/api/v1/players/jjang9-pil/stats,200,0,200,0.283,0.713,1.165,1.570,0.757,1.902
