label,endpoint,requests,success,fail,min_ms,p50_ms,p95_ms,p99_ms,avg_ms,max_ms
batch-upload-run2,http://127.0.0.1:3000/api/v1/games/upload,120,0,120,0.559,1.297,2.804,3.237,1.654,31.932
