label,endpoint,requests,success,fail,min_ms,p50_ms,p95_ms,p99_ms,avg_ms,max_ms
batch-upload-run1,http://127.0.0.1:3000/api/v1/games/upload,120,0,120,0.590,1.215,2.503,3.995,1.667,35.796
