label,endpoint,requests,success,fail,min_ms,p50_ms,p95_ms,p99_ms,avg_ms,max_ms
after-batch-upload,http://127.0.0.1:3000/api/v1/games/upload,12,3,9,14.347,23.969,40.386,40.386,28.613,40.386
