label,endpoint,requests,success,fail,min_ms,p50_ms,p95_ms,p99_ms,avg_ms,max_ms
after-player-stats-r2,http://127.0.0.1:3000/api/v1/players/jjang9-pil/stats,80,78,2,0.407,10.546,30.159,35.753,11.755,35.753
